index,mechanism,action,drugA,drugB
1393,the anticholinergic activities,increase,Benzatropine,Aclidinium
1394,the anticholinergic activities,increase,Biperiden,Aclidinium
1395,The risk or severity of adverse effects,increase,Buprenorphine,Aclidinium
1396,The risk or severity of adverse effects,increase,Codeine,Aclidinium
1397,the anticholinergic activities,increase,Cyclopentolate,Aclidinium
1398,the anticholinergic activities,increase,Darifenacin,Aclidinium
1399,The therapeutic efficacy,decrease,Decamethonium,Aclidinium
1400,the anticholinergic activities,increase,Desloratadine,Aclidinium
1401,The risk or severity of adverse effects,increase,Dextropropoxyphene,Aclidinium
1402,the anticholinergic activities,increase,Dicyclomine,Aclidinium
1403,The therapeutic efficacy,decrease,Donepezil,Aclidinium
1404,the tachycardic activities,increase,Dronabinol,Aclidinium
1405,the anticholinergic activities,increase,Ethopropazine,Aclidinium
1406,The risk or severity of adverse effects,increase,Ethylmorphine,Aclidinium
1407,The risk or severity of adverse effects,increase,Fentanyl,Aclidinium
1408,the anticholinergic activities,increase,Fesoterodine,Aclidinium
1409,The therapeutic efficacy,decrease,Galantamine,Aclidinium
1410,the anticholinergic activities,increase,Homatropine,Aclidinium
1411,The risk or severity of adverse effects,increase,Hydrocodone,Aclidinium
1412,The risk or severity of adverse effects,increase,Hydromorphone,Aclidinium
1413,The serum concentration,increase,Indapamide,Aclidinium
1414,the anticholinergic activities,increase,Ipratropiumbromide,Aclidinium
1415,The therapeutic efficacy,decrease,Isoflurophate,Aclidinium
1416,The risk or severity of adverse effects,increase,Ketobemidone,Aclidinium
1417,The risk or severity of adverse effects,increase,Levomethadylacetate,Aclidinium
1418,The therapeutic efficacy,decrease,Malathion,Aclidinium
1419,The therapeutic efficacy,decrease,Mefloquine,Aclidinium
1420,The therapeutic efficacy,decrease,Memantine,Aclidinium
1421,The risk or severity of adverse effects,increase,Methadone,Aclidinium
1422,The therapeutic efficacy,decrease,Metoclopramide,Aclidinium
1423,the anticholinergic activities,increase,Mianserin,Aclidinium
1424,The therapeutic efficacy,decrease,Minaprine,Aclidinium
1425,The risk or severity of adverse effects,increase,Mirabegron,Aclidinium
1426,The risk or severity of adverse effects,increase,Morphine,Aclidinium
1427,the tachycardic activities,increase,Nabilone,Aclidinium
1428,The therapeutic efficacy,decrease,Neostigmine,Aclidinium
1429,The therapeutic efficacy,decrease,Aminophylline,Adenosine
1430,The therapeutic efficacy,decrease,Caffeine,Adenosine
1431,The risk or severity of adverse effects,increase,Carbamazepine,Adenosine
1432,The risk or severity of adverse effects,increase,Digoxin,Adenosine
1433,The metabolism,decrease,Amiodarone,Adinazolam
1434,The serum concentration,decrease,Apalutamide,Adinazolam
1435,The serum concentration,increase,Aprepitant,Adinazolam
1436,The metabolism,decrease,Armodafinil,Adinazolam
1437,The metabolism,decrease,Atomoxetine,Adinazolam
1438,The metabolism,decrease,Bortezomib,Adinazolam
1439,The serum concentration,decrease,Bosentan,Adinazolam
1440,The metabolism,increase,Carbamazepine,Adinazolam
1441,The serum concentration,increase,Ceritinib,Adinazolam
1442,The metabolism,decrease,Chloramphenicol,Adinazolam
1443,The metabolism,decrease,Cholecalciferol,Adinazolam
1444,The metabolism,decrease,Cimetidine,Adinazolam
1445,The metabolism,decrease,Citalopram,Adinazolam
1446,The metabolism,decrease,Clarithromycin,Adinazolam
1447,The metabolism,decrease,Clemastine,Adinazolam
1448,The metabolism,decrease,Clotrimazole,Adinazolam
1449,The serum concentration,increase,Conivaptan,Adinazolam
1450,The metabolism,decrease,Crizotinib,Adinazolam
1451,The metabolism,decrease,Cyclosporine,Adinazolam
1452,The serum concentration,decrease,Dabrafenib,Adinazolam
1453,The serum concentration,increase,Dasatinib,Adinazolam
1454,The metabolism,decrease,Dihydroergotamine,Adinazolam
1455,The metabolism,decrease,Diltiazem,Adinazolam
1456,The metabolism,decrease,Doxycycline,Adinazolam
1457,The metabolism,decrease,Dronedarone,Adinazolam
1458,The serum concentration,decrease,Enzalutamide,Adinazolam
1459,The metabolism,decrease,Erythromycin,Adinazolam
1460,The metabolism,decrease,Eslicarbazepineacetate,Adinazolam
1461,The metabolism,decrease,Esomeprazole,Adinazolam
1462,The metabolism,decrease,Fluoxetine,Adinazolam
1463,The metabolism,decrease,Fluvoxamine,Adinazolam
1464,The metabolism,increase,Fosphenytoin,Adinazolam
1465,The metabolism,decrease,Gemfibrozil,Adinazolam
1466,The metabolism,decrease,Imatinib,Adinazolam
1467,The serum concentration,increase,Isavuconazole,Adinazolam
1468,The metabolism,decrease,Isoniazid,Adinazolam
1469,The metabolism,decrease,Isradipine,Adinazolam
1470,The metabolism,decrease,Itraconazole,Adinazolam
1471,The serum concentration,increase,Ivacaftor,Adinazolam
1472,The metabolism,decrease,Ketoconazole,Adinazolam
1473,The metabolism,decrease,Lobeglitazone,Adinazolam
1474,The serum concentration,increase,Lorpiprazole,Adinazolam
1475,The metabolism,decrease,Lovastatin,Adinazolam
1476,The serum concentration,decrease,Lumacaftor,Adinazolam
1477,The serum concentration,increase,Mifepristone,Adinazolam
1478,The serum concentration,decrease,Mitotane,Adinazolam
1479,The metabolism,decrease,Moclobemide,Adinazolam
1480,The metabolism,decrease,Modafinil,Adinazolam
1481,The metabolism,decrease,Nefazodone,Adinazolam
1482,The serum concentration,increase,Netupitant,Adinazolam
1483,The metabolism,decrease,Nicardipine,Adinazolam
1484,The risk or severity of adverse effects,increase,Alfentanil,Agomelatine
1485,The risk or severity of adverse effects,increase,Amitriptyline,Agomelatine
1486,The risk or severity of adverse effects,increase,Amobarbital,Agomelatine
1487,The risk or severity of adverse effects,increase,Amoxapine,Agomelatine
1488,The risk or severity of adverse effects,increase,Aripiprazole,Agomelatine
1489,The risk or severity of adverse effects,increase,Asenapine,Agomelatine
1490,the central nervous system depressant ( CNS depressant ) activities,increase,Azelastine,Agomelatine
1491,The serum concentration,increase,Azithromycin,Agomelatine
1492,The risk or severity of adverse effects,increase,Benzocaine,Agomelatine
1493,The serum concentration,increase,Bortezomib,Agomelatine
1494,The risk or severity of adverse effects,increase,Brexpiprazole,Agomelatine
1495,the central nervous system depressant ( CNS depressant ) activities,increase,Brimonidine,Agomelatine
1496,The risk or severity of adverse effects,increase,Bromazepam,Agomelatine
1497,The risk or severity of adverse effects,increase,Brompheniramine,Agomelatine
1498,The risk or severity of adverse effects,increase,Bupivacaine,Agomelatine
1499,the central nervous system depressant ( CNS depressant ) activities,increase,Buprenorphine,Agomelatine
1500,The risk or severity of adverse effects,increase,Buspirone,Agomelatine
1501,The risk or severity of adverse effects,increase,Butamben,Agomelatine
1502,The serum concentration,increase,Caffeine,Agomelatine
1503,The risk or severity of adverse effects,increase,Carbamazepine,Agomelatine
1504,The risk or severity of adverse effects,increase,Carbinoxamine,Agomelatine
1505,The risk or severity of adverse effects,increase,Carisoprodol,Agomelatine
1506,The risk or severity of adverse effects,increase,Chloroprocaine,Agomelatine
1507,The risk or severity of adverse effects,increase,Chlorphenamine,Agomelatine
1508,The risk or severity of adverse effects,increase,Chlorpromazine,Agomelatine
1509,The risk or severity of adverse effects,increase,Chlorzoxazone,Agomelatine
1510,The risk or severity of adverse effects,increase,Cinchocaine,Agomelatine
1511,The serum concentration,increase,Citalopram,Agomelatine
1512,The risk or severity of adverse effects,increase,Clemastine,Agomelatine
1513,The risk or severity of adverse effects,increase,Clomipramine,Agomelatine
1514,The risk or severity of adverse effects,increase,Clonazepam,Agomelatine
1515,The risk or severity of adverse effects,increase,Clonidine,Agomelatine
1516,The risk or severity of adverse effects,increase,Clorazepate,Agomelatine
1517,The serum concentration,increase,Clotrimazole,Agomelatine
1518,The risk or severity of adverse effects,increase,Clozapine,Agomelatine
1519,The risk or severity of adverse effects,increase,Cocaine,Agomelatine
1520,The risk or severity of adverse effects,increase,Codeine,Agomelatine
1521,The risk or severity of adverse effects,increase,Cyclizine,Agomelatine
1522,The risk or severity of adverse effects,increase,Cyclobenzaprine,Agomelatine
1523,The risk or severity of adverse effects,increase,Cyproheptadine,Agomelatine
1524,The risk or severity of adverse effects,increase,Dantrolene,Agomelatine
1525,The risk or severity of adverse effects,increase,Desipramine,Agomelatine
1526,The risk or severity of adverse effects,increase,Desloratadine,Agomelatine
1527,The risk or severity of adverse effects,increase,Desvenlafaxine,Agomelatine
1528,The risk or severity of sedation and somnolence,increase,Deutetrabenazine,Agomelatine
1529,The risk or severity of adverse effects,increase,Dexmedetomidine,Agomelatine
1530,The risk or severity of adverse effects,increase,Dextropropoxyphene,Agomelatine
1531,The risk or severity of adverse effects,increase,Diazepam,Agomelatine
1532,The risk or severity of adverse effects,increase,Diphenhydramine,Agomelatine
1533,The serum concentration,increase,Dosulepin,Agomelatine
1534,The risk or severity of adverse effects,increase,Doxepin,Agomelatine
1535,the central nervous system depressant ( CNS depressant ) activities,increase,Doxylamine,Agomelatine
1536,the central nervous system depressant ( CNS depressant ) activities,increase,Dronabinol,Agomelatine
1537,The risk or severity of adverse effects,increase,Duloxetine,Agomelatine
1538,The risk or severity of adverse effects,increase,Enflurane,Agomelatine
1539,The risk or severity of adverse effects,increase,Entacapone,Agomelatine
1540,The risk or severity of adverse effects,increase,Escitalopram,Agomelatine
1541,The risk or severity of adverse effects,increase,Estazolam,Agomelatine
1542,The risk or severity of adverse effects,increase,Eszopiclone,Agomelatine
1543,the central nervous system depressant ( CNS depressant ) activities,increase,Ethanol,Agomelatine
1544,The risk or severity of adverse effects,increase,Ethosuximide,Agomelatine
1545,The risk or severity of adverse effects,increase,Ethotoin,Agomelatine
1546,The risk or severity of adverse effects,increase,Ethylmorphine,Agomelatine
1547,The risk or severity of adverse effects,increase,Etizolam,Agomelatine
1548,The risk or severity of adverse effects,increase,Etomidate,Agomelatine
1549,The risk or severity of adverse effects,increase,Ezogabine,Agomelatine
1550,The risk or severity of adverse effects,increase,Felbamate,Agomelatine
1551,The risk or severity of adverse effects,increase,Fentanyl,Agomelatine
1552,The risk or severity of adverse effects,increase,Fexofenadine,Agomelatine
1553,The risk or severity of adverse effects,increase,Flibanserin,Agomelatine
1554,The risk or severity of adverse effects,increase,Flunarizine,Agomelatine
1555,The risk or severity of adverse effects,increase,Flunitrazepam,Agomelatine
1556,The risk or severity of adverse effects,increase,Fluoxetine,Agomelatine
1557,The risk or severity of adverse effects,increase,Flupentixol,Agomelatine
1558,The risk or severity of adverse effects,increase,Fluphenazine,Agomelatine
1559,The risk or severity of adverse effects,increase,Flurazepam,Agomelatine
1560,The risk or severity of adverse effects,increase,Fluticasonepropionate,Agomelatine
1561,The serum concentration,increase,Fluvoxamine,Agomelatine
1562,The risk or severity of adverse effects,increase,Fosphenytoin,Agomelatine
1563,The risk or severity of adverse effects,increase,Fospropofol,Agomelatine
1564,The risk or severity of adverse effects,increase,Gabapentin,Agomelatine
1565,The risk or severity of adverse effects,increase,Glutethimide,Agomelatine
1566,The risk or severity of adverse effects,increase,Guanfacine,Agomelatine
1567,The risk or severity of adverse effects,increase,Haloperidol,Agomelatine
1568,The risk or severity of adverse effects,increase,Halothane,Agomelatine
1569,The risk or severity of adverse effects,increase,Hexobarbital,Agomelatine
1570,the central nervous system depressant ( CNS depressant ) activities,increase,Hydrocodone,Agomelatine
1571,The risk or severity of adverse effects,increase,Hydromorphone,Agomelatine
1572,the central nervous system depressant ( CNS depressant ) activities,increase,Hydroxyzine,Agomelatine
1573,The risk or severity of adverse effects,increase,Iloperidone,Agomelatine
1574,The risk or severity of adverse effects,increase,Imipramine,Agomelatine
1575,The risk or severity of adverse effects,increase,Isoflurane,Agomelatine
1576,The risk or severity of adverse effects,increase,Ketamine,Agomelatine
1577,The risk or severity of adverse effects,increase,Ketazolam,Agomelatine
1578,The risk or severity of adverse effects,increase,Ketobemidone,Agomelatine
1579,The risk or severity of adverse effects,increase,Lamotrigine,Agomelatine
1580,The risk or severity of adverse effects,increase,Levobupivacaine,Agomelatine
1581,The risk or severity of adverse effects,increase,Levocetirizine,Agomelatine
1582,The risk or severity of adverse effects,increase,Levodopa,Agomelatine
1583,The risk or severity of adverse effects,increase,Levomethadylacetate,Agomelatine
1584,The risk or severity of adverse effects,increase,Levomilnacipran,Agomelatine
1585,The serum concentration,increase,Lidocaine,Agomelatine
1586,The serum concentration,increase,Lobeglitazone,Agomelatine
1587,The risk or severity of adverse effects,increase,Loratadine,Agomelatine
1588,The risk or severity of adverse effects,increase,Lorazepam,Agomelatine
1589,The risk or severity of adverse effects,increase,Lurasidone,Agomelatine
1590,The risk or severity of adverse effects,increase,Maprotiline,Agomelatine
1591,The risk or severity of adverse effects,increase,Meclizine,Agomelatine
1592,The risk or severity of adverse effects,increase,Melatonin,Agomelatine
1593,The risk or severity of adverse effects,increase,Melperone,Agomelatine
1594,The risk or severity of adverse effects,increase,Meprobamate,Agomelatine
1595,The risk or severity of adverse effects,increase,Mesoridazine,Agomelatine
1596,The risk or severity of adverse effects,increase,Methadone,Agomelatine
1597,the central nervous system depressant ( CNS depressant ) activities,increase,Methotrimeprazine,Agomelatine
1598,The risk or severity of adverse effects,increase,Methoxyflurane,Agomelatine
1599,The risk or severity of adverse effects,increase,Methsuximide,Agomelatine
1600,The risk or severity of adverse effects,increase,Methylphenobarbital,Agomelatine
1601,The serum concentration,increase,Mexiletine,Agomelatine
1602,The risk or severity of adverse effects,increase,Midazolam,Agomelatine
1603,The serum concentration,increase,Midostaurin,Agomelatine
1604,the central nervous system depressant ( CNS depressant ) activities,increase,Mirtazapine,Agomelatine
1605,The risk or severity of adverse effects,increase,Morphine,Agomelatine
1606,the central nervous system depressant ( CNS depressant ) activities,increase,Nabilone,Agomelatine
1607,The risk or severity of adverse effects,increase,Nefazodone,Agomelatine
